ROUTE_ID,CUSTOMER_NUMBER,DEPOT_CODE,CUSTOMER_CODE,DIRECTION,DISTANCE_KM,TIME_DISTANCE_MIN, 
2946091,50,1000,921733,CUSTOMER->DEPOT,30.867,32.285, 
2946091,50,1000,921733,DEPOT->CUSTOMER,30.823,32.241, 
2946091,51,1000,142110,CUSTOMER->DEPOT,67.229,69.663, 
2946091,51,1000,142110,DEPOT->CUSTOMER,66.317,68.992, 
2946091,52,1000,139187,CUSTOMER->DEPOT,30.23,32.186, 
2946091,52,1000,139187,DEPOT->CUSTOMER,30.228,32.186, 
2946091,53,1000,1934,CUSTOMER->DEPOT,63.268,65.219, 
2946091,53,1000,1934,DEPOT->CUSTOMER,63.226,65.175, 
2946091,54,1000,922075,CUSTOMER->DEPOT,45.567,50.182, 
2946091,54,1000,922075,DEPOT->CUSTOMER,45.875,50.501, 
2946091,55,1000,922805,CUSTOMER->DEPOT,45.701,50.325, 
2946091,55,1000,922805,DEPOT->CUSTOMER,45.741,50.358, 
2946091,56,1000,922327,CUSTOMER->DEPOT,20.19,21.197, 
2946091,56,1000,922327,DEPOT->CUSTOMER,20.386,21.406, 
2946091,57,1000,136510,CUSTOMER->DEPOT,54.857,57.574, 
2946091,57,1000,136510,DEPOT->CUSTOMER,54.375,57.299, 
2946091,58,1000,139168,CUSTOMER->DEPOT,31.964,35.409, 
2946091,58,1000,139168,DEPOT->CUSTOMER,31.488,35.145, 
2946091,59,1000,923589,CUSTOMER->DEPOT,42.856,47.432, 
2946091,59,1000,923589,DEPOT->CUSTOMER,42.933,47.509, 
2946091,60,1000,923590,CUSTOMER->DEPOT,20.522,21.824, 
2946091,60,1000,923590,DEPOT->CUSTOMER,20.815,22.033, 
2946091,61,1000,593,CUSTOMER->DEPOT,55.069,57.662, 
2946091,61,1000,593,DEPOT->CUSTOMER,54.588,57.387, 
2946091,62,1000,1439,CUSTOMER->DEPOT,22.757,25.146, 
2946091,62,1000,1439,DEPOT->CUSTOMER,22.291,24.893, 
2946091,63,1000,922197,CUSTOMER->DEPOT,44.848,49.5, 
2946091,63,1000,922197,DEPOT->CUSTOMER,44.925,49.577, 
2946091,64,1000,1654,CUSTOMER->DEPOT,51.925,53.625, 
2946091,64,1000,1654,DEPOT->CUSTOMER,51.842,53.548, 
2946091,65,1000,131249,CUSTOMER->DEPOT,21.168,22.693, 
2946091,65,1000,131249,DEPOT->CUSTOMER,21.321,22.726, 
2946091,66,1000,131250,CUSTOMER->DEPOT,23.085,26.587, 
2946091,66,1000,131250,DEPOT->CUSTOMER,22.484,26.103, 
2946091,67,1000,131247,CUSTOMER->DEPOT,21.49,24.035, 
2946091,67,1000,131247,DEPOT->CUSTOMER,21.967,24.002, 
2946091,68,1000,131248,CUSTOMER->DEPOT,30.644,34.254, 
2946091,68,1000,131248,DEPOT->CUSTOMER,30.658,34.287, 
2946091,69,1000,921003,CUSTOMER->DEPOT,21.247,23.133, 
2946091,69,1000,921003,DEPOT->CUSTOMER,21.248,23.122, 
2946091,70,1000,922910,CUSTOMER->DEPOT,58.224,61.391, 
2946091,70,1000,922910,DEPOT->CUSTOMER,56.72,60.434, 
2946091,71,1000,132531,CUSTOMER->DEPOT,19.963,21.417, 
2946091,71,1000,132531,DEPOT->CUSTOMER,19.958,21.406, 
2946091,72,1000,144561,CUSTOMER->DEPOT,46.59,52.096, 
2946091,72,1000,144561,DEPOT->CUSTOMER,46.706,52.206, 
2946091,73,1000,1644,CUSTOMER->DEPOT,23.64,26.103, 
2946091,73,1000,1644,DEPOT->CUSTOMER,23.152,25.828, 
2946091,74,1000,606,CUSTOMER->DEPOT,34.48,35.992, 
2946091,74,1000,606,DEPOT->CUSTOMER,34.397,35.904, 
2946091,75,1000,923951,CUSTOMER->DEPOT,65.41,67.309, 
2946091,75,1000,923951,DEPOT->CUSTOMER,65.368,67.276, 
2946091,76,1000,10538,CUSTOMER->DEPOT,65.411,67.309, 
2946091,76,1000,10538,DEPOT->CUSTOMER,65.369,67.276, 
2946091,77,1000,138650,CUSTOMER->DEPOT,34.105,35.981, 
2946091,77,1000,138650,DEPOT->CUSTOMER,34.086,35.959, 
2946091,78,1000,144439,CUSTOMER->DEPOT,30.876,32.472, 
2946091,78,1000,144439,DEPOT->CUSTOMER,30.832,32.428, 
2946091,79,1000,922957,CUSTOMER->DEPOT,0.541,1.342, 
2946091,79,1000,922957,DEPOT->CUSTOMER,0.541,1.342, 
2946091,80,1000,142995,CUSTOMER->DEPOT,21.056,23.463, 
2946091,80,1000,142995,DEPOT->CUSTOMER,20.931,23.551, 
2946091,81,1000,133394,CUSTOMER->DEPOT,48.211,55.165, 
2946091,81,1000,133394,DEPOT->CUSTOMER,47.714,54.901, 
2946091,82,1000,133395,CUSTOMER->DEPOT,50.028,54.714, 
2946091,82,1000,133395,DEPOT->CUSTOMER,49.724,54.703, 
2946091,83,1000,923124,CUSTOMER->DEPOT,21.067,22.726, 
2946091,83,1000,923124,DEPOT->CUSTOMER,21.328,23.309, 
2946091,84,1000,7634,CUSTOMER->DEPOT,24.712,30.305, 
2946091,84,1000,7634,DEPOT->CUSTOMER,24.159,29.931, 
2946091,85,1000,135717,CUSTOMER->DEPOT,25.932,29.491, 
2946091,85,1000,135717,DEPOT->CUSTOMER,25.946,29.524, 
2946091,86,1000,145229,CUSTOMER->DEPOT,0.847,1.881, 
2946091,86,1000,145229,DEPOT->CUSTOMER,0.847,1.881, 
2946091,87,1000,1387,CUSTOMER->DEPOT,28.786,30.074, 
2946091,87,1000,1387,DEPOT->CUSTOMER,28.742,30.03, 
2946091,88,1000,921035,CUSTOMER->DEPOT,30.63,31.977, 
2946091,88,1000,921035,DEPOT->CUSTOMER,30.586,31.933, 
2946091,89,1000,923716,CUSTOMER->DEPOT,51.954,58.96, 
2946091,89,1000,923716,DEPOT->CUSTOMER,51.457,58.696, 
2946091,90,1000,139432,CUSTOMER->DEPOT,2.949,3.696, 
2946091,90,1000,139432,DEPOT->CUSTOMER,2.949,3.696, 
2946091,91,1000,921932,CUSTOMER->DEPOT,47.037,51.678, 
2946091,91,1000,921932,DEPOT->CUSTOMER,47.154,51.788, 
2946091,92,1000,922911,CUSTOMER->DEPOT,71.911,74.459, 
2946091,92,1000,922911,DEPOT->CUSTOMER,71.039,74.36, 
2946091,93,1000,923700,DEPOT->CUSTOMER,26.632,30.206, 
2946091,93,1000,923700,CUSTOMER->DEPOT,26.618,30.173, 
2946091,94,1000,920968,DEPOT->CUSTOMER,22.801,25.916, 
2946091,94,1000,920968,CUSTOMER->DEPOT,22.789,25.872, 
2946091,95,1000,921042,DEPOT->CUSTOMER,65.097,67.276, 
2946091,95,1000,921042,CUSTOMER->DEPOT,65.179,67.353, 
2946091,96,1000,145171,DEPOT->CUSTOMER,29.669,30.921, 
2946091,96,1000,145171,CUSTOMER->DEPOT,29.713,30.965, 
2946091,97,1000,145160,DEPOT->CUSTOMER,4.456,5.225, 
2946091,97,1000,145160,CUSTOMER->DEPOT,4.47,5.236, 
2946091,98,1000,140401,DEPOT->CUSTOMER,23.401,26.84, 
2946091,98,1000,140401,CUSTOMER->DEPOT,23.389,26.807, 
2946091,99,1000,921231,DEPOT->CUSTOMER,56.997,60.016, 
2946091,99,1000,921231,CUSTOMER->DEPOT,57.478,60.28, 
2946091,100,1000,133893,DEPOT->CUSTOMER,65.13,67.529, 
2946091,100,1000,133893,CUSTOMER->DEPOT,65.078,67.375, 
2946091,101,1000,923322,DEPOT->CUSTOMER,20.977,23.738, 
2946091,101,1000,923322,CUSTOMER->DEPOT,21.519,24.057, 
2946091,102,1000,136297,DEPOT->CUSTOMER,11.2,12.177, 
2946091,102,1000,136297,CUSTOMER->DEPOT,11.214,12.199, 
2946091,103,1000,1676,DEPOT->CUSTOMER,46.32,50.941, 
2946091,103,1000,1676,CUSTOMER->DEPOT,46.203,50.831, 
2946091,104,1000,1805,DEPOT->CUSTOMER,1.921,3.212, 
2946091,104,1000,1805,CUSTOMER->DEPOT,1.82,3.08, 
2946091,105,1000,923762,DEPOT->CUSTOMER,65.2,67.54, 
2946091,105,1000,923762,CUSTOMER->DEPOT,65.283,67.628, 
2946091,106,1000,140023,DEPOT->CUSTOMER,31.351,32.923, 
2946091,106,1000,140023,CUSTOMER->DEPOT,31.395,32.967, 
2946091,107,1000,1665,DEPOT->CUSTOMER,65.327,67.859, 
2946091,107,1000,1665,CUSTOMER->DEPOT,65.41,67.947, 
2922001,1,1000,138642,DEPOT->CUSTOMER,125.617,130.636, 
2922001,1,1000,138642,CUSTOMER->DEPOT,126.103,130.097, 
2922001,2,1000,1080,DEPOT->CUSTOMER,0.606,1.353, 
2922001,2,1000,1080,CUSTOMER->DEPOT,0.606,1.353, 
2922001,3,1000,138315,DEPOT->CUSTOMER,20.432,21.78, 
2922001,3,1000,138315,CUSTOMER->DEPOT,20.434,21.78, 
2922001,4,1000,587,DEPOT->CUSTOMER,28.349,36.124, 
2922001,4,1000,587,CUSTOMER->DEPOT,28.349,36.124, 
2922001,5,1000,921607,DEPOT->CUSTOMER,28.02,35.739, 
2922001,5,1000,921607,CUSTOMER->DEPOT,27.999,35.717, 
2922001,6,1000,135890,DEPOT->CUSTOMER,28.178,35.937, 
2922001,6,1000,135890,CUSTOMER->DEPOT,28.178,35.937, 
2922001,7,1000,138089,DEPOT->CUSTOMER,21.731,22.957, 
2922001,7,1000,138089,CUSTOMER->DEPOT,21.605,22.814, 
2922001,8,1000,140114,DEPOT->CUSTOMER,107.439,111.474, 
2922001,8,1000,140114,CUSTOMER->DEPOT,107.915,111.738, 
2922001,9,1000,12632,DEPOT->CUSTOMER,117.638,135.476, 
2922001,9,1000,12632,CUSTOMER->DEPOT,118.087,135.773, 
2922001,10,1000,920597,DEPOT->CUSTOMER,33.149,39.127, 
2922001,10,1000,920597,CUSTOMER->DEPOT,33.228,39.347, 
2922001,11,1000,142817,DEPOT->CUSTOMER,21.337,22.781, 
2922001,11,1000,142817,CUSTOMER->DEPOT,21.152,22.638, 
2922001,12,1000,920532,DEPOT->CUSTOMER,128.081,134.123, 
2922001,12,1000,920532,CUSTOMER->DEPOT,128.948,134.222, 
2922001,13,1000,923922,DEPOT->CUSTOMER,125.191,129.976, 
2922001,13,1000,923922,CUSTOMER->DEPOT,126.071,130.086, 
2922001,14,1000,352,DEPOT->CUSTOMER,20.405,21.428, 
2922001,14,1000,352,CUSTOMER->DEPOT,20.413,21.439, 
2922001,15,1000,924068,DEPOT->CUSTOMER,127.044,132.968, 
2922001,15,1000,924068,CUSTOMER->DEPOT,127.911,133.067, 
2922001,16,1000,137731,DEPOT->CUSTOMER,23.785,27.665, 
2922001,16,1000,137731,CUSTOMER->DEPOT,23.771,27.632, 
2922001,17,1000,920120,DEPOT->CUSTOMER,125.828,131.571, 
2922001,17,1000,920120,CUSTOMER->DEPOT,126.73,131.681, 
2922001,18,1000,138643,DEPOT->CUSTOMER,125.205,130.031, 
2922001,18,1000,138643,CUSTOMER->DEPOT,126.085,130.141, 
2922001,19,1000,920105,DEPOT->CUSTOMER,81.498,84.469, 
2922001,19,1000,920105,CUSTOMER->DEPOT,82.37,84.568, 
2922001,20,1000,922636,DEPOT->CUSTOMER,29.251,32.857, 
2922001,20,1000,922636,CUSTOMER->DEPOT,29.237,32.824, 
2922001,21,1000,142550,DEPOT->CUSTOMER,116.05,132.638, 
2922001,21,1000,142550,CUSTOMER->DEPOT,116.525,132.88, 
2922001,22,1000,141004,DEPOT->CUSTOMER,11.284,12.155, 
2922001,22,1000,141004,CUSTOMER->DEPOT,11.298,12.177, 
2922001,23,1000,923163,DEPOT->CUSTOMER,30.163,33.66, 
2922001,23,1000,923163,CUSTOMER->DEPOT,30.138,33.638, 
2922001,24,1000,15020,DEPOT->CUSTOMER,20.986,22.583, 
2922001,24,1000,15020,CUSTOMER->DEPOT,20.961,22.539, 
2922001,25,1000,15021,DEPOT->CUSTOMER,20.408,21.571, 
2922001,25,1000,15021,CUSTOMER->DEPOT,20.41,21.571, 
2922001,26,1000,15026,DEPOT->CUSTOMER,1.788,3.091, 
2922001,26,1000,15026,CUSTOMER->DEPOT,2.003,3.366, 
2922001,27,1000,144810,DEPOT->CUSTOMER,125.737,130.977, 
2922001,27,1000,144810,CUSTOMER->DEPOT,126.618,131.087, 
2922001,28,1000,136088,DEPOT->CUSTOMER,21.376,22.913, 
2922001,28,1000,136088,CUSTOMER->DEPOT,21.113,22.506, 
2922001,29,1000,136174,DEPOT->CUSTOMER,30.162,33.66, 
2922001,29,1000,136174,CUSTOMER->DEPOT,30.136,33.638, 
2922001,30,1000,921615,DEPOT->CUSTOMER,108.01,112.299, 
2922001,30,1000,921615,CUSTOMER->DEPOT,108.486,112.563, 
2922001,31,1000,920284,DEPOT->CUSTOMER,115.738,122.936, 
2922001,31,1000,920284,CUSTOMER->DEPOT,116.218,123.2, 
2922001,32,1000,9,DEPOT->CUSTOMER,57.577,60.423, 
2922001,32,1000,9,CUSTOMER->DEPOT,58.053,60.687, 
2922001,33,1000,144284,DEPOT->CUSTOMER,60.801,64.889, 
2922001,33,1000,144284,CUSTOMER->DEPOT,61.277,65.142, 
2922001,34,1000,144285,DEPOT->CUSTOMER,59.019,62.469, 
2922001,34,1000,144285,CUSTOMER->DEPOT,59.495,62.722, 
2922001,35,1000,7572,DEPOT->CUSTOMER,20.894,22.396, 
2922001,35,1000,7572,CUSTOMER->DEPOT,20.902,22.407, 
2922001,36,1000,586,DEPOT->CUSTOMER,59.76,62.645, 
2922001,36,1000,586,CUSTOMER->DEPOT,60.236,62.909, 
2922001,37,1000,137599,DEPOT->CUSTOMER,125.95,131.087, 
2922001,37,1000,137599,CUSTOMER->DEPOT,126.812,130.966, 
2922001,38,1000,137634,DEPOT->CUSTOMER,21.749,23.672, 
2922001,38,1000,137634,CUSTOMER->DEPOT,21.757,23.683, 
2922001,39,1000,138929,DEPOT->CUSTOMER,127.066,132.715, 
2922001,39,1000,138929,CUSTOMER->DEPOT,127.933,132.814, 
2922001,40,1000,921090,DEPOT->CUSTOMER,125.783,131.131, 
2922001,40,1000,921090,CUSTOMER->DEPOT,126.663,131.241, 
2922001,41,1000,142832,DEPOT->CUSTOMER,125.825,130.889, 
2922001,41,1000,142832,CUSTOMER->DEPOT,126.705,130.999, 
2922001,42,1000,142873,DEPOT->CUSTOMER,126.395,131.307, 
2922001,42,1000,142873,CUSTOMER->DEPOT,127.293,131.472, 
2922001,43,1000,139925,DEPOT->CUSTOMER,58.665,61.534, 
2922001,43,1000,139925,CUSTOMER->DEPOT,59.141,61.798, 
2922001,44,1000,133537,DEPOT->CUSTOMER,20.113,21.12, 
2922001,44,1000,133537,CUSTOMER->DEPOT,20.121,21.131, 
2922001,45,1000,141516,DEPOT->CUSTOMER,32.838,38.368, 
2922001,45,1000,141516,CUSTOMER->DEPOT,32.795,38.324, 
2922001,46,1000,136885,DEPOT->CUSTOMER,28.385,36.157, 
2922001,46,1000,136885,CUSTOMER->DEPOT,28.364,36.135, 
2922001,47,1000,10825,DEPOT->CUSTOMER,23.633,27.291, 
2922001,47,1000,10825,CUSTOMER->DEPOT,23.401,27.038, 
2922001,48,1000,10564,DEPOT->CUSTOMER,128.512,134.761, 
2922001,48,1000,10564,CUSTOMER->DEPOT,129.379,134.86, 
2922001,49,1000,320,DEPOT->CUSTOMER,113.23,120.428, 
2922001,49,1000,320,CUSTOMER->DEPOT,113.709,120.703, 
2922001,50,1000,143063,DEPOT->CUSTOMER,32.134,41.888, 
2922001,50,1000,143063,CUSTOMER->DEPOT,32.16,41.734, 
2922001,51,1000,1619,DEPOT->CUSTOMER,58.73,61.699, 
2922001,51,1000,1619,CUSTOMER->DEPOT,59.206,61.952, 
2922001,52,1000,7585,DEPOT->CUSTOMER,115.546,123.398, 
2922001,52,1000,7585,CUSTOMER->DEPOT,116.026,123.662, 
2922001,53,1000,1973,DEPOT->CUSTOMER,58.405,61.281, 
2922001,53,1000,1973,CUSTOMER->DEPOT,58.881,61.545, 
2922001,54,1000,742,DEPOT->CUSTOMER,28.324,36.19, 
2922001,54,1000,742,CUSTOMER->DEPOT,28.324,36.19, 
2922001,55,1000,740,DEPOT->CUSTOMER,28.387,36.278, 
2922001,55,1000,740,CUSTOMER->DEPOT,28.387,36.278, 
2922001,56,1000,7525,DEPOT->CUSTOMER,1.997,3.421, 
2922001,56,1000,7525,CUSTOMER->DEPOT,1.857,3.234, 
2922001,57,1000,15202,DEPOT->CUSTOMER,2.133,3.608, 
2922001,57,1000,15202,CUSTOMER->DEPOT,2.532,4.125, 
2922001,58,1000,15206,DEPOT->CUSTOMER,19.637,21.318, 
2922001,58,1000,15206,CUSTOMER->DEPOT,19.445,20.999, 
2922001,59,1000,15209,DEPOT->CUSTOMER,31.638,35.629, 
2922001,59,1000,15209,CUSTOMER->DEPOT,31.595,35.585, 
2922001,60,1000,15247,DEPOT->CUSTOMER,20.624,22.044, 
2922001,60,1000,15247,CUSTOMER->DEPOT,20.626,22.044, 
2922001,61,1000,15249,DEPOT->CUSTOMER,20.873,22.297, 
2922001,61,1000,15249,CUSTOMER->DEPOT,20.865,22.297, 
2922001,62,1000,15250,DEPOT->CUSTOMER,19.904,21.296, 
2922001,62,1000,15250,CUSTOMER->DEPOT,19.91,21.307, 
2922001,63,1000,15251,DEPOT->CUSTOMER,21.047,23.474, 
2922001,63,1000,15251,CUSTOMER->DEPOT,21.041,23.463, 
2922001,64,1000,15252,DEPOT->CUSTOMER,31.081,33.528, 
2922001,64,1000,15252,CUSTOMER->DEPOT,31.562,33.792, 
2922001,65,1000,15253,DEPOT->CUSTOMER,21.503,23.452, 
2922001,65,1000,15253,CUSTOMER->DEPOT,21.491,23.683, 
2922001,66,1000,15328,DEPOT->CUSTOMER,20.812,22.165, 
2922001,66,1000,15328,CUSTOMER->DEPOT,20.869,22.308, 
2922001,67,1000,139007,DEPOT->CUSTOMER,21.399,22.99, 
2922001,67,1000,139007,CUSTOMER->DEPOT,21.09,22.429, 
2922001,68,1000,1031,DEPOT->CUSTOMER,125.818,130.922, 
2922001,68,1000,1031,CUSTOMER->DEPOT,126.838,131.219, 
2922001,69,1000,145260,DEPOT->CUSTOMER,125.748,131.01, 
2922001,69,1000,145260,CUSTOMER->DEPOT,126.629,131.131, 
2922001,70,1000,922087,DEPOT->CUSTOMER,81.654,84.711, 
2922001,70,1000,922087,CUSTOMER->DEPOT,82.525,84.81, 
2922001,71,1000,923817,DEPOT->CUSTOMER,31.305,33.088, 
2922001,71,1000,923817,CUSTOMER->DEPOT,31.331,32.934, 
2922001,72,1000,1709,DEPOT->CUSTOMER,20.965,22.473, 
2922001,72,1000,1709,CUSTOMER->DEPOT,20.973,22.484, 
2922001,73,1000,15189,DEPOT->CUSTOMER,32.623,37.785, 
2922001,73,1000,15189,CUSTOMER->DEPOT,32.605,37.796, 
2922001,74,1000,921523,DEPOT->CUSTOMER,20.026,26.84, 
2922001,74,1000,921523,CUSTOMER->DEPOT,20.026,26.84, 
2922001,75,1000,920497,CUSTOMER->DEPOT,31.934,36.322, 
2922001,75,1000,920497,DEPOT->CUSTOMER,31.977,36.366, 
2922001,76,1000,920118,DEPOT->CUSTOMER,28.032,35.739, 
2922001,76,1000,920118,CUSTOMER->DEPOT,28.032,35.739, 
2922001,77,1000,923033,CUSTOMER->DEPOT,3.416,5.434, 
2922001,77,1000,923033,DEPOT->CUSTOMER,3.018,4.906, 
2922001,78,1000,142634,CUSTOMER->DEPOT,20.367,22.308, 
2922001,78,1000,142634,DEPOT->CUSTOMER,20.343,22.253, 
2922001,79,1000,923731,DEPOT->CUSTOMER,27.985,35.695, 
2922001,79,1000,923731,CUSTOMER->DEPOT,27.964,35.673, 
2922001,80,1000,360,DEPOT->CUSTOMER,28.664,36.443, 
2922001,80,1000,360,CUSTOMER->DEPOT,28.643,36.421, 
2922001,81,1000,990,CUSTOMER->DEPOT,22.503,25.278, 
2922001,81,1000,990,DEPOT->CUSTOMER,22.515,25.311, 
2922001,82,1000,140883,DEPOT->CUSTOMER,126.904,131.769, 
2922001,82,1000,140883,CUSTOMER->DEPOT,127.802,131.934, 
2922001,83,1000,1487,DEPOT->CUSTOMER,5.244,6.259, 
2922001,83,1000,1487,CUSTOMER->DEPOT,5.258,6.281, 
2922001,84,1000,136298,DEPOT->CUSTOMER,25.638,33.803, 
2922001,84,1000,136298,CUSTOMER->DEPOT,25.638,33.803, 
2922001,85,1000,923132,CUSTOMER->DEPOT,32.794,34.419, 
2922001,85,1000,923132,DEPOT->CUSTOMER,32.768,34.573, 
2922001,86,1000,131242,DEPOT->CUSTOMER,19.758,26.565, 
